frame,id,old_id,l,t,w,h,s,gpx,gpy,state
40,33,1,252,92,248,487,0.94,0,1,0
40,34,7,1365,199,61,169,0.88,0,2,0
40,40,14,1544,181,62,166,0.89,0,2,0
40,44,11,1581,185,57,152,0.78,0,2,0
40,46,12,1759,195,77,169,0.3725,1,2,0
40,47,8,1434,179,69,181,0.88,0,2,0
41,1,2,1038,158,145,357,0.92,0,2,0
41,2,4,1200,196,66,198,0.93,0,2,0
41,3,13,825,198,74,190,0.92,0,1,0
41,4,9,1469,169,74,184,0.86,0,2,0
41,6,10,1745,181,98,212,0.92,0,2,0
41,9,3,1586,196,80,174,0.89,0,2,0
41,17,5,156,152,99,224,0.85,0,0,0
41,28,6,1650,168,78,184,0.91,0,2,0
41,33,1,244,92,247,484,0.94,0,1,0
41,34,7,1363,199,61,170,0.88,0,2,0
41,40,14,1544,181,62,166,0.9,0,2,0
41,44,11,1579,185,57,151,0.81,0,2,0
41,46,12,1761,195,76,167,0.41,1,2,0
41,47,8,1428,180,69,180,0.87,0,2,0
42,1,2,1041,158,146,361,0.92,0,2,0
42,2,4,1200,196,66,198,0.93,0,2,0
42,3,13,825,198,74,190,0.92,0,1,0
42,4,14,1544,181,62,166,0.9,0,2,0
42,4,9,1469,169,73,184,0.88,0,2,0
42,6,10,1744,180,99,213,0.92,0,2,0
42,9,3,1584,195,80,175,0.89,0,2,0
42,17,5,155,153,101,223,0.9,0,0,0
42,28,6,1649,168,78,184,0.91,0,2,0
42,33,1,238,92,246,481,0.94,0,1,0
42,34,7,1359,199,61,170,0.88,0,2,0
42,44,11,1580,185,57,151,0.78,0,2,0
42,46,12,1763,196,75,166,0.4475,1,2,0
42,47,8,1424,180,70,179,0.88,0,2,0
43,1,2,1047,160,147,362,0.93,0,2,0
43,2,4,1200,196,66,198,0.93,0,2,0
43,3,13,826,198,74,190,0.92,0,1,0
43,4,9,1469,170,73,183,0.87,0,2,0
43,6,10,1743,180,99,213,0.92,0,2,0
43,9,3,1583,194,78,176,0.88,0,2,0
43,17,5,158,153,103,222,0.87,0,0,0
43,28,6,1649,168,78,185,0.91,0,2,0
43,33,1,232,92,247,480,0.94,0,1,0
43,34,7,1355,199,61,170,0.89,0,2,0
43,44,11,1579,185,57,151,0.65,0,2,0
43,46,12,1764,197,74,164,0.485,1,2,0
43,47,8,1419,181,72,179,0.88,0,2,0
43,49,14,1543,180,62,167,0.9,0,2,0
44,1,2,1050,161,146,362,0.93,0,2,0
44,2,4,1200,196,66,198,0.93,0,2,0
44,3,13,825,198,74,189,0.92,0,1,0
44,4,9,1467,170,74,183,0.88,0,2,0
44,6,10,1740,181,99,213,0.92,0,2,0
44,9,3,1580,192,77,178,0.88,0,2,0
44,17,5,160,153,106,223,0.88,0,0,0
44,28,6,1647,168,78,185,0.92,0,2,0
44,33,1,224,92,246,478,0.93,0,1,0
44,34,7,1349,198,63,170,0.91,0,2,0
44,44,11,1576,185,59,156,0.27,0,2,0
44,46,12,1766,197,73,163,0.5225000000000001,1,2,0
44,47,8,1414,181,73,179,0.9,0,2,0
44,49,14,1543,180,63,168,0.9,0,2,0
45,1,2,1054,163,146,362,0.92,0,2,0
45,2,4,1200,196,66,198,0.93,0,2,0
45,3,13,824,199,74,189,0.92,0,1,0
45,4,9,1468,169,74,183,0.88,0,2,0
45,6,10,1738,181,98,212,0.91,0,2,0
45,9,3,1577,192,75,178,0.86,0,2,0
45,17,5,166,153,108,223,0.86,0,0,0
45,28,6,1646,168,79,185,0.92,0,2,0
45,33,1,218,92,246,477,0.92,0,1,0
45,34,7,1345,198,64,170,0.92,0,2,0
45,47,8,1411,181,75,178,0.91,0,2,0
45,49,14,1543,180,63,168,0.9,0,2,0
46,1,2,1057,164,146,361,0.92,0,2,0
46,2,4,1200,195,66,197,0.93,0,2,0
46,3,13,823,198,74,190,0.91,0,1,0
46,4,9,1468,169,74,183,0.89,0,2,0
46,6,10,1736,180,96,211,0.91,0,2,0
46,9,3,1574,189,74,180,0.85,0,2,0
46,17,5,165,153,111,223,0.88,0,0,0
46,28,6,1644,168,79,186,0.92,0,2,0
46,33,1,209,93,246,475,0.92,0,1,0
46,34,7,1342,199,65,168,0.92,0,2,0
46,44,12,1768,198,71,162,0.56,0,2,0
46,47,8,1410,182,76,177,0.92,0,2,0
46,49,14,1544,179,63,168,0.88,0,2,0
47,1,2,1060,166,145,359,0.93,0,2,0
47,2,4,1201,195,65,197,0.93,0,2,0
47,3,13,822,198,74,191,0.91,0,1,0
47,4,9,1468,169,74,182,0.89,0,2,0
47,6,10,1734,181,93,210,0.9,0,2,0
47,9,3,1570,186,75,185,0.87,0,2,0
47,17,5,178,154,110,222,0.87,0,0,0
47,28,6,1643,168,79,185,0.92,0,2,0
47,33,1,203,93,246,473,0.93,0,1,0
47,34,7,1339,200,66,167,0.92,0,2,0
47,44,12,1769,198,71,166,0.69,0,2,0
47,47,8,1410,184,76,175,0.91,0,2,0
47,49,14,1544,180,63,169,0.87,0,2,0
48,1,2,1062,168,144,357,0.93,0,2,0
48,2,4,1202,195,65,197,0.93,0,2,0
48,3,13,822,197,73,191,0.91,0,1,0
48,4,9,1468,169,74,183,0.89,0,2,0
48,6,10,1735,182,91,209,0.9,0,2,0
48,9,3,1565,187,73,184,0.86,0,2,0
48,17,5,185,155,109,222,0.85,0,0,0
48,28,6,1643,168,78,184,0.92,0,2,0
48,33,1,197,94,244,469,0.94,0,1,0
48,34,7,1337,200,67,167,0.92,0,2,0
48,44,12,1770,200,68,167,0.74,0,2,0
48,47,8,1409,184,77,175,0.91,0,2,0
48,49,14,1544,179,64,170,0.86,0,2,0
49,1,2,1065,170,143,355,0.93,0,2,0
49,2,4,1202,195,65,196,0.93,0,2,0
49,3,13,822,197,73,192,0.91,0,1,0
49,4,9,1466,168,75,183,0.89,0,2,0
49,6,10,1734,182,89,209,0.9,0,2,0
49,9,3,1559,188,73,182,0.89,0,2,0
49,17,5,186,155,108,222,0.85,0,0,0
49,28,6,1643,168,78,184,0.92,0,2,0
49,28,8,1407,182,79,175,0.91,0,2,0
49,33,1,192,94,242,465,0.93,0,1,0
49,34,7,1335,200,69,166,0.92,0,2,0
49,44,12,1772,200,65,165,0.78,0,2,0
49,49,14,1545,179,64,170,0.85,0,2,0
